TITLE = "Weights=1/6,6,1"
Variables = "x","y","z","psi"
Zone N = 125, E = 64, DATAPACKING = POINT, ZONETYPE = FEBRICK

 0.000   0.000   0.000  0.94739
 3.750   0.000   0.000  0.40715
 7.500   0.000   0.000  0.33740
11.250   0.000   0.000  0.40693
15.000   0.000   0.000  0.94316
 0.000   3.750   0.000  0.83040
 3.750   3.750   0.000  0.83662
 7.500   3.750   0.000  0.75509
11.250   3.750   0.000  0.83024
15.000   3.750   0.000  0.81778
 0.000   7.500   0.000  0.78201
 3.750   7.500   0.000  0.94622
 7.500   7.500   0.000  0.99593
11.250   7.500   0.000  0.93815
15.000   7.500   0.000  0.76830
 0.000  11.250   0.000  0.83455
 3.750  11.250   0.000  0.86252
 7.500  11.250   0.000  0.78720
11.250  11.250   0.000  0.85691
15.000  11.250   0.000  0.82151
 0.000  15.000   0.000  0.95413
 3.750  15.000   0.000  0.43802
 7.500  15.000   0.000  0.35276
11.250  15.000   0.000  0.43565
15.000  15.000   0.000  0.96018
 0.000   0.000   3.750  0.95146
 3.750   0.000   3.750  0.42662
 7.500   0.000   3.750  0.35474
11.250   0.000   3.750  0.42719
15.000   0.000   3.750  0.94304
 0.000   3.750   3.750  0.80197
 3.750   3.750   3.750  0.83752
 7.500   3.750   3.750  0.76475
11.250   3.750   3.750  0.82978
15.000   3.750   3.750  0.78760
 0.000   7.500   3.750  0.74765
 3.750   7.500   3.750  0.93540
 7.500   7.500   3.750  0.99525
11.250   7.500   3.750  0.92571
15.000   7.500   3.750  0.73310
 0.000  11.250   3.750  0.80577
 3.750  11.250   3.750  0.86195
 7.500  11.250   3.750  0.79556
11.250  11.250   3.750  0.85537
15.000  11.250   3.750  0.79114
 0.000  15.000   3.750  0.95438
 3.750  15.000   3.750  0.45785
 7.500  15.000   3.750  0.37067
11.250  15.000   3.750  0.45474
15.000  15.000   3.750  0.96254
 0.000   0.000   7.500  0.98465
 3.750   0.000   7.500  0.57068
 7.500   0.000   7.500  0.47748
11.250   0.000   7.500  0.56913
15.000   0.000   7.500  0.98091
 0.000   3.750   7.500  0.59493
 3.750   3.750   7.500  0.84264
 7.500   3.750   7.500  0.83449
11.250   3.750   7.500  0.82734
15.000   3.750   7.500  0.56913
 0.000   7.500   7.500  0.49720
 3.750   7.500   7.500  0.85582
 7.500   7.500   7.500  0.98984
11.250   7.500   7.500  0.83449
15.000   7.500   7.500  0.47748
 0.000  11.250   7.500  0.59661
 3.750  11.250   7.500  0.85901
 7.500  11.250   7.500  0.85582
11.250  11.250   7.500  0.84264
15.000  11.250   7.500  0.57068
 0.000  15.000   7.500  0.99000
 3.750  15.000   7.500  0.59661
 7.500  15.000   7.500  0.49720
11.250  15.000   7.500  0.59493
15.000  15.000   7.500  0.98465
 0.000   0.000  11.250  0.96254
 3.750   0.000  11.250  0.79114
 7.500   0.000  11.250  0.73310
11.250   0.000  11.250  0.78760
15.000   0.000  11.250  0.94304
 0.000   3.750  11.250  0.45474
 3.750   3.750  11.250  0.85537
 7.500   3.750  11.250  0.92571
11.250   3.750  11.250  0.82978
15.000   3.750  11.250  0.42719
 0.000   7.500  11.250  0.37067
 3.750   7.500  11.250  0.79556
 7.500   7.500  11.250  0.99525
11.250   7.500  11.250  0.76475
15.000   7.500  11.250  0.35474
 0.000  11.250  11.250  0.45785
 3.750  11.250  11.250  0.86195
 7.500  11.250  11.250  0.93540
11.250  11.250  11.250  0.83752
15.000  11.250  11.250  0.42662
 0.000  15.000  11.250  0.95438
 3.750  15.000  11.250  0.80577
 7.500  15.000  11.250  0.74765
11.250  15.000  11.250  0.80197
15.000  15.000  11.250  0.95146
 0.000   0.000  15.000  0.96018
 3.750   0.000  15.000  0.82151
 7.500   0.000  15.000  0.76830
11.250   0.000  15.000  0.81778
15.000   0.000  15.000  0.94316
 0.000   3.750  15.000  0.43565
 3.750   3.750  15.000  0.85691
 7.500   3.750  15.000  0.93815
11.250   3.750  15.000  0.83024
15.000   3.750  15.000  0.40693
 0.000   7.500  15.000  0.35276
 3.750   7.500  15.000  0.78720
 7.500   7.500  15.000  0.99593
11.250   7.500  15.000  0.75509
15.000   7.500  15.000  0.33740
 0.000  11.250  15.000  0.43802
 3.750  11.250  15.000  0.86252
 7.500  11.250  15.000  0.94622
11.250  11.250  15.000  0.83662
15.000  11.250  15.000  0.40715
 0.000  15.000  15.000  0.95413
 3.750  15.000  15.000  0.83455
 7.500  15.000  15.000  0.78201
11.250  15.000  15.000  0.83040
15.000  15.000  15.000  0.94739
      1     2    27    26     6     7    32    31
      2     3    28    27     7     8    33    32
      3     4    29    28     8     9    34    33
      4     5    30    29     9    10    35    34
      6     7    32    31    11    12    37    36
      7     8    33    32    12    13    38    37
      8     9    34    33    13    14    39    38
      9    10    35    34    14    15    40    39
     11    12    37    36    16    17    42    41
     12    13    38    37    17    18    43    42
     13    14    39    38    18    19    44    43
     14    15    40    39    19    20    45    44
     16    17    42    41    21    22    47    46
     17    18    43    42    22    23    48    47
     18    19    44    43    23    24    49    48
     19    20    45    44    24    25    50    49
     26    27    52    51    31    32    57    56
     27    28    53    52    32    33    58    57
     28    29    54    53    33    34    59    58
     29    30    55    54    34    35    60    59
     31    32    57    56    36    37    62    61
     32    33    58    57    37    38    63    62
     33    34    59    58    38    39    64    63
     34    35    60    59    39    40    65    64
     36    37    62    61    41    42    67    66
     37    38    63    62    42    43    68    67
     38    39    64    63    43    44    69    68
     39    40    65    64    44    45    70    69
     41    42    67    66    46    47    72    71
     42    43    68    67    47    48    73    72
     43    44    69    68    48    49    74    73
     44    45    70    69    49    50    75    74
     51    52    77    76    56    57    82    81
     52    53    78    77    57    58    83    82
     53    54    79    78    58    59    84    83
     54    55    80    79    59    60    85    84
     56    57    82    81    61    62    87    86
     57    58    83    82    62    63    88    87
     58    59    84    83    63    64    89    88
     59    60    85    84    64    65    90    89
     61    62    87    86    66    67    92    91
     62    63    88    87    67    68    93    92
     63    64    89    88    68    69    94    93
     64    65    90    89    69    70    95    94
     66    67    92    91    71    72    97    96
     67    68    93    92    72    73    98    97
     68    69    94    93    73    74    99    98
     69    70    95    94    74    75   100    99
     76    77   102   101    81    82   107   106
     77    78   103   102    82    83   108   107
     78    79   104   103    83    84   109   108
     79    80   105   104    84    85   110   109
     81    82   107   106    86    87   112   111
     82    83   108   107    87    88   113   112
     83    84   109   108    88    89   114   113
     84    85   110   109    89    90   115   114
     86    87   112   111    91    92   117   116
     87    88   113   112    92    93   118   117
     88    89   114   113    93    94   119   118
     89    90   115   114    94    95   120   119
     91    92   117   116    96    97   122   121
     92    93   118   117    97    98   123   122
     93    94   119   118    98    99   124   123
     94    95   120   119    99   100   125   124
