TITLE = "Cylindrical Data, Hand Coded"
Variables = "X", "Y", "Z", "U", "V", "W"
Zone I=5, J=7, K=1, F=POINT
   1.0  0.0  0.0  1.0 1.0 1.0
   1.0  0.0  0.5  1.0 1.0 1.0
   1.0  0.0  1.0  1.0 1.0 1.0
   1.0  0.0  1.5  1.0 1.0 1.0
   1.0  0.0  2.0  1.0 1.0 1.0
   1.0  0.0  2.5  1.0 1.0 1.0
   1.0  0.0  3.0  1.0 1.0 1.0
   1.5  0.0  0.0  1.0 1.0 1.0
   1.5  0.0  0.5  1.0 1.0 1.0
   1.5  0.0  1.0  1.0 1.0 1.0
   1.5  0.0  1.5  1.0 1.0 1.0
   1.5  0.0  2.0  1.0 1.0 1.0
   1.5  0.0  2.5  1.0 1.0 1.0
   1.5  0.0  3.0  1.0 1.0 1.0
   2.0  0.0  0.0  1.0 1.0 1.0
   2.0  0.0  0.5  1.0 1.0 1.0
   2.0  0.0  1.0  1.0 1.0 1.0
   2.0  0.0  1.5  1.0 1.0 1.0
   2.0  0.0  2.0  1.0 1.0 1.0
   2.0  0.0  2.5  1.0 1.0 1.0
   2.0  0.0  3.0  1.0 1.0 1.0
   2.5  0.0  0.0  1.0 1.0 1.0
   2.5  0.0  0.5  1.0 1.0 1.0
   2.5  0.0  1.0  1.0 1.0 1.0
   2.5  0.0  1.5  1.0 1.0 1.0
   2.5  0.0  2.0  1.0 1.0 1.0
   2.5  0.0  2.5  1.0 1.0 1.0
   2.5  0.0  3.0  1.0 1.0 1.0
   3.0  0.0  0.0  1.0 1.0 1.0
   3.0  0.0  0.5  1.0 1.0 1.0
   3.0  0.0  1.0  1.0 1.0 1.0
   3.0  0.0  1.5  1.0 1.0 1.0
   3.0  0.0  2.0  1.0 1.0 1.0
   3.0  0.0  2.5  1.0 1.0 1.0
   3.0  0.0  3.0  1.0 1.0 1.0




